partyfacts_id,field,link,page
7912,ideology,Communism,Communism
7912,ideology,Islamism,Islamism
7912,position,Left-wing politics,Left-wing politics
7912,position,Süddeutsche Zeitung,Süddeutsche Zeitung
7912,position,Neue Zürcher Zeitung,Neue Zürcher Zeitung
7912,position,Haaretz,Haaretz
640,ideology,Social democracy,Social democracy
640,ideology,Labor Zionism,Labor Zionism
1663,ideology,Palestinian nationalism,Palestinian nationalism
1663,ideology,Arab nationalism,Arab nationalism
1663,ideology,Der Spiegel,Der Spiegel
1663,ideology,Anti-Zionism,Anti-Zionism
1663,ideology,BBC News,BBC News
1663,ideology,Left-wing nationalism,Left-wing nationalism
1663,ideology,haGalil,HaGalil
1663,ideology,Social democracy,Social democracy
1663,ideology,Secularism,Secularism
1663,ideology,Pan-Arabism,Pan-Arabism
1663,position,Left-wing politics,Left-wing politics
3123,ideology,Right-wing populism,Right-wing populism
3123,position,Right-wing,Right-wing politics
3148,ideology,Zionism,Zionism
3148,ideology,Liberal conservatism,Liberal conservatism
3148,ideology,Economic egalitarianism,Egalitarianism
3148,ideology,Mizrahi Jews,Mizrahi Jews
3148,position,Center-right,Centre-right politics
3121,ideology,List of pensioners' parties,List of pensioners' parties
3121,position,Centrism,Centrism
198,position,Center-right,Centre-right politics
198,position,right-wing,Right-wing politics
198,ideology,Liberalism in Israel,Liberalism in Israel
198,ideology,Conservatism in Israel,Conservatism in Israel
198,ideology,Liberal conservatism,Liberal conservatism
198,ideology,Liberal Zionism,Types of Zionism
198,ideology,Revisionist Zionism,Revisionist Zionism
8749,ideology,Social liberalism,Social liberalism
8749,ideology,Third Way,Third Way
8749,ideology,Liberalism in Israel,Liberalism in Israel
8749,position,Centrism,Centrism
8749,position,center-left,Centre-left politics
3677,ideology,Religious Zionism,Religious Zionism
3677,ideology,Religious nationalism,Religious nationalism
3677,ideology,Religious conservatism,Conservatism
3677,ideology,Social conservatism,Social conservatism
3677,ideology,Social market economy,Social market economy
3677,ideology,Modern Orthodox Judaism,Modern Orthodox Judaism
3677,ideology,Israeli settler,Israeli settlement
3677,position,Far-right politics,Far-right politics
729,ideology,Third Way,Third Way
729,ideology,Centrism,Centrism
729,ideology,Liberalism,Liberalism
729,ideology,Zionism,Zionism
729,position,Centrism,Centrism
729,position,Centre-left politics,Centre-left politics
421,ideology,Communism,Communism
421,ideology,Marxism–Leninism,Marxism–Leninism
421,ideology,Arab citizens of Israel,Arab citizens of Israel
421,ideology,Non-Zionism,Non-Zionism
421,position,Left-wing politics,Left-wing politics
421,position,Haaretz,Haaretz
421,position,Vanderbilt University Press,Vanderbilt University Press
421,position,Far-left politics,Far-left politics
953,ideology,Nationalism,Nationalism
953,ideology,Zionism,Zionism
953,ideology,National conservatism,National conservatism
953,ideology,Right-wing populism,Right-wing populism
953,position,Right-wing politics,Right-wing politics
953,position,Israeli far-right,Far-right politics in Israel
3152,ideology,Israeli Arab,Arab citizens of Israel
1036,ideology,Conservatism,Conservatism
1036,ideology,National conservatism,National conservatism
1036,ideology,Economic liberalism,Economic liberalism
1036,ideology,Right-wing populism,Right-wing populism
1036,ideology,Zionism,Zionism
1036,ideology,Liberal conservatism,Liberal conservatism
1036,ideology,Revisionist Zionism,Revisionist Zionism
1036,position,Right-wing politics,Right-wing politics
615,ideology,Social democracy,Social democracy
615,ideology,Labor Zionism,Labor Zionism
615,ideology,Socialism,Socialism
615,ideology,Liberalism,Liberalism
615,position,Centre-left politics,Centre-left politics
8625,ideology,Zionism,Zionism
8625,ideology,Social democracy,Social democracy
8625,ideology,Social liberalism,Social liberalism
8625,ideology,Progressivism,Progressivism
8625,ideology,Green politics,Green politics
8625,ideology,Two-state solution,Two-state solution
8625,ideology,Labor Zionism,Labor Zionism
8625,ideology,Green Zionism,Green Zionism
8625,position,Centre-left,Centre-left politics
1417,ideology,Communism,Communism
1417,ideology,Non-Zionism,Non-Zionism
1417,position,Far-left,Far-left politics
1167,ideology,Religious Zionism,Religious Zionism
597,position,Left-wing,Left-wing politics
613,ideology,Religious Zionism,Religious Zionism
784,ideology,Arab citizens of Israel,Arab citizens of Israel
784,ideology,Israeli Jews,Israeli Jews
784,ideology,Social equality,Social equality
784,ideology,Two-state solution,Two-state solution
784,position,Left-wing politics,Left-wing politics
3127,ideology,Liberalism,Liberalism
3127,ideology,Two-state solution,Two-state solution
3127,ideology,Secularism,Secularism
3127,ideology,Environmentalism,Environmentalism
3127,ideology,Third Way,Third Way
3127,ideology,Zionism,Zionism
3127,position,Centrism,Centrism
3127,position,centre-left,Centre-left politics
1358,ideology,Labor Zionism,Labor Zionism
1358,ideology,Liberal socialism,Liberal socialism
1358,ideology,Civil libertarianism,Civil libertarianism
1358,ideology,Anti-clericalism,Anti-clericalism
1358,ideology,Green politics,Green politics
1358,position,Left-wing politics,Left-wing politics
7350,ideology,Zionism,Zionism
7350,ideology,National conservatism,National conservatism
7350,ideology,The Forward,The Forward
7350,ideology,Economic liberalism,Economic liberalism
7350,ideology,Judicial restraint,Judicial restraint
7350,ideology,Religious Zionism,Religious Zionism
7350,ideology,Jewish secularism,Jewish secularism
7350,position,Right-wing politics,Right-wing politics
7350,position,Far-right politics in Israel,Far-right politics in Israel
3700,ideology,Environmentalism,Environmentalism
3700,ideology,Sustainability,Sustainability
909,ideology,Haredi Judaism,Haredi Judaism
1655,ideology,National conservatism,National conservatism
1655,ideology,Revisionist Zionism,Revisionist Zionism
1655,position,Right-wing politics,Right-wing politics
1655,position,Far-right politics,Far-right politics
3192,ideology,Revisionist Zionism,Revisionist Zionism
3192,position,Right-wing,Right-wing politics
1560,ideology,Yemenite Jews,Yemenite Jews
7857,ideology,Liberal Zionism,Types of Zionism
7857,position,Centrism,Centrism
1561,ideology,Religious Zionism,Religious Zionism
1561,ideology,Halachic state,Halachic state
1561,ideology,Kahanism,Kahanism
1561,ideology,Religious conservatism,Conservatism
1561,ideology,Population transfer,Population transfer
1561,ideology,Economic liberalism,Economic liberalism
1561,ideology,Anti-communism,Anti-communism
1561,ideology,Anti-Arabism,Anti-Arab racism
1561,ideology,Criticism of Islam,Criticism of Islam
1561,ideology,Ultranationalism,Ultranationalism
1561,ideology,Greater Israel,Greater Israel
1561,position,Far-right politics,Far-right politics
484,ideology,Liberalism,Liberalism
484,ideology,Zionism,Zionism
484,ideology,Two-state solution,Two-state solution
484,position,Centrism,Centrism
7599,ideology,Liberal Zionism,Types of Zionism
7599,position,Centrism,Centrism
1722,ideology,Israeli Arab,Arab citizens of Israel
3126,ideology,Israeli Arab,Arab citizens of Israel
3273,ideology,Economic egalitarianism,Egalitarianism
3273,ideology,Associated Press,Associated Press
3273,ideology,BBC News,BBC News
3273,ideology,Consumer protection,Consumer protection
3273,ideology,The New Yorker,The New Yorker
3273,ideology,Social liberalism,Social liberalism
3273,position,Centrism,Centrism
3273,position,The Washington Post,The Washington Post
3273,position,center-right,Centre-right politics
9125,ideology,Religious Zionism,Religious Zionism
9125,ideology,Israel Hayom,Israel Hayom
9125,ideology,Religious conservatism,Conservatism
9125,ideology,Social conservatism,Social conservatism
9125,ideology,Ultra-Orthodox,Haredi Judaism
9125,ideology,Ultra-conservatism,Ultraconservatism
9125,ideology,Secularism,Secularism
9125,ideology,LGBT rights opposition,Opposition to LGBTQ rights
9125,ideology,The Jerusalem Post,The Jerusalem Post
9125,position,Far-right politics in Israel,Far-right politics in Israel
434,ideology,Liberalism,Liberalism
434,ideology,Social liberalism,Social liberalism
434,ideology,Progressivism,Progressivism
434,ideology,Secularism,Secularism
434,position,Centrism,Centrism
3131,ideology,Social democracy,Social democracy
3131,ideology,Secularism,Secularism
3131,ideology,Labor Zionism,Labor Zionism
3131,position,Left-wing politics,Left-wing politics
1447,ideology,Religious Zionism,Religious Zionism
1447,ideology,Religious nationalism,Religious nationalism
1447,ideology,Religious conservatism,Conservatism
1447,ideology,Social conservatism,Social conservatism
1447,ideology,Orthodox Judaism,Orthodox Judaism
1447,ideology,Israeli settlers,Israeli settlement
1447,ideology,Greater Israel,Greater Israel
1447,position,Centrism,Centrism
1447,position,center-left,Centre-left politics
1447,position,Center-right,Centre-right politics
1447,position,right-wing,Right-wing politics
1447,position,Right-wing,Right-wing politics
447,ideology,Israeli Arab,Arab citizens of Israel
447,ideology,Two-state solution,Two-state solution
447,ideology,Non-Zionism,Non-Zionism
678,ideology,Liberalism,Liberalism
678,ideology,Liberalism in Israel,Liberalism in Israel
678,position,Centrism,Centrism
678,position,centre-right,Centre-right politics
3149,ideology,Liberalism,Liberalism
3149,ideology,Liberalism in Israel,Liberalism in Israel
712,ideology,Liberalism,Liberalism
712,ideology,Social liberalism,Social liberalism
712,ideology,Progressivism,Progressivism
712,ideology,Secularism,Secularism
712,position,Center (politics),Centrism
1436,ideology,Social democracy,Social democracy
1436,ideology,Labor Zionism,Labor Zionism
1436,position,Centre-left politics,Centre-left politics
1061,ideology,Centrism,Centrism
1061,position,Centrism,Centrism
169,ideology,Labor Zionism,Labor Zionism
169,ideology,Marxism,Marxism
169,ideology,Socialism,Socialism
169,ideology,Ber Borochov,Ber Borochov
169,position,Left-wing politics,Left-wing politics
169,position,far-left,Far-left politics
109,ideology,Labor Zionism,Labor Zionism
109,ideology,Social democracy,Social democracy
109,ideology,Democratic socialism,Democratic socialism
109,position,Centre-left politics,Centre-left politics
109,position,Left-wing politics,Left-wing politics
7124,ideology,Marxism,Marxism
7124,ideology,Labor Zionism,Labor Zionism
7124,ideology,Socialism,Socialism
1664,ideology,Ultranationalism,Ultranationalism
1664,ideology,Anti-Palestinianism,Anti-Palestinianism
1664,ideology,Population transfer,Population transfer
1664,ideology,Religious Zionism,Religious Zionism
1664,position,Right-wing politics,Right-wing politics
1664,position,Far-right politics,Far-right politics
425,ideology,Religious conservatism,Conservatism
425,ideology,Social conservatism,Social conservatism
425,ideology,Economic liberalism,Economic liberalism
425,ideology,Fiscal conservatism,Fiscal conservatism
425,position,Right-wing,Right-wing politics
3146,ideology,Kahanism,Kahanism
3146,ideology,Ultranationalism,Ultranationalism
3146,ideology,Anti-Arab racism,Anti-Arab racism
3146,ideology,Jewish supremacy,Jewish supremacy
3146,ideology,Le Monde,Le Monde
3146,ideology,Israeli settlements,Israeli settlement
3146,position,Far-right politics,Far-right politics
1491,ideology,Haredi Judaism,Haredi Judaism
3153,ideology,Israeli Arab,Arab citizens of Israel
3151,ideology,Israeli Arab,Arab citizens of Israel
1337,ideology,Conservatism,Conservatism
1337,ideology,Jerusalem Post,The Jerusalem Post
1337,ideology,Islamism,Islamism
1337,ideology,Social conservatism,Social conservatism
1337,ideology,The Times of Israel,The Times of Israel
907,ideology,Communism,Communism
907,ideology,Marxism–Leninism,Marxism–Leninism
907,ideology,Anti-Zionism,Anti-Zionism
907,position,Far-left politics,Far-left politics
770,ideology,General Zionism,General Zionists
770,ideology,Social liberalism,Social liberalism
770,position,Centrism,Centrism
3122,ideology,Revisionist Zionism,Revisionist Zionism
3122,ideology,Ultranationalism,Ultranationalism
3122,ideology,Avraham Stern,Avraham Stern
396,ideology,Labor Zionism,Labor Zionism
396,ideology,Social democracy,Social democracy
396,position,Centre-left politics,Centre-left politics
22,ideology,Sephardic Jews,Sephardic Jews
22,ideology,Mizrahi Jews,Mizrahi Jews
22,position,Centrism,Centrism
557,ideology,Liberalism,Liberalism
557,ideology,Economic liberalism,Economic liberalism
557,ideology,Civil libertarianism,Civil libertarianism
557,ideology,Secularism,Secularism
557,ideology,Anti-clericalism,Anti-clericalism
557,ideology,Zionism,Zionism
557,position,Centre-left politics,Centre-left politics
557,position,Centrism,Centrism
1616,ideology,Israeli Arab,Arab citizens of Israel
1394,ideology,Liberal conservatism,Liberal conservatism
1394,ideology,Zionism,Zionism
1394,position,Centre-right,Centre-right politics
455,ideology,Populism,Populism
455,ideology,Social conservatism,Social conservatism
455,ideology,Conservatism,Conservatism
455,ideology,Social democracy,Social democracy
455,ideology,Sephardic Jews,Sephardic Jews
455,ideology,Mizrahi Jews,Mizrahi Jews
455,ideology,Ultra-Orthodox,Haredi Judaism
455,ideology,Religious Zionism,Religious Zionism
455,ideology,Non-Zionism,Non-Zionism
455,position,Centre-left,Centre-left politics
455,position,Right-wing politics,Right-wing politics
7858,ideology,General Zionism,General Zionists
7858,ideology,Economic liberalism,Economic liberalism
7858,ideology,National liberalism,National liberalism
7858,ideology,Conservative liberalism,Conservative liberalism
7858,position,Centrism,Centrism
7858,position,centre-right,Centre-right politics
638,ideology,Ultranationalism,Ultranationalism
638,ideology,Settler,Settler
638,ideology,Revisionist Zionism,Revisionist Zionism
638,ideology,Greater Israel,Greater Israel
638,position,Right-wing,Right-wing politics
638,position,Israeli far-right,Far-right politics in Israel
9005,ideology,National liberalism,National liberalism
9005,ideology,Economic liberalism,Economic liberalism
9005,ideology,Zionism,Zionism
9005,position,Centre-right politics,Centre-right politics
9005,position,Right-wing politics,Right-wing politics
1380,ideology,Liberalism,Liberalism
1380,ideology,United States Joint Publications Research Service,Foreign Broadcast Information Service
1380,ideology,Reformism,Reformism
1380,ideology,Zionism,Zionism
1380,position,Centrism,Centrism
745,ideology,Zionism,Zionism
745,ideology,Agrarianism,Agrarianism
745,ideology,Nationalism,Nationalism
745,ideology,Economic liberalism,Economic liberalism
745,ideology,Secularism in Israel,Secularism in Israel
745,position,Right-wing,Right-wing politics
999,ideology,Centrism,Centrism
999,ideology,Zionism,Zionism
999,ideology,Two-state solution,Two-state solution
999,ideology,Israeli settlement,Israeli settlement
999,position,Centrism,Centrism
3274,ideology,Orthodox Judaism,Orthodox Judaism
3274,ideology,Religious conservatism,Conservatism
3274,ideology,Religious Zionism,Religious Zionism
3274,ideology,Social conservatism,Social conservatism
3274,ideology,National conservatism,National conservatism
3274,position,Right-wing,Right-wing politics
3274,position,Far-right politics in Israel,Far-right politics in Israel
1075,ideology,Ashkenazi Jews,Ashkenazi Jews
1075,ideology,Haredi,Haredi Judaism
1075,ideology,Conservatism,Conservatism
1075,ideology,Social conservatism,Social conservatism
1075,ideology,Social democracy,Social democracy
1075,ideology,Non-Zionism,Non-Zionism
1075,position,Centre-left,Centre-left politics
1075,position,Right-wing politics,Right-wing politics
1075,position,Haaretz,Haaretz
9095,ideology,National conservatism,National conservatism
9095,ideology,Economic liberalism,Economic liberalism
9095,ideology,Zionism,Zionism
9095,ideology,Religious Zionism,Religious Zionism
9095,ideology,Secularism,Secularism
9095,position,Right-wing,Right-wing politics
9095,position,far-right,Far-right politics
3128,ideology,Liberalism,Liberalism
3128,ideology,Liberal Zionism,Types of Zionism
3128,ideology,The Arts Fuse,The Arts Fuse
3128,ideology,Two-state solution,Two-state solution
3128,ideology,Anti-clericalism,Anti-clericalism
3128,ideology,Secularism,Secularism
3128,position,Centrism,Centrism
1314,ideology,Zionism,Zionism
1314,ideology,Big tent,Big tent
1314,ideology,Social democracy,Social democracy
1314,ideology,Two-state solution,Two-state solution
1314,ideology,Labor Zionism,Labor Zionism
1314,ideology,Religious Zionism,Religious Zionism
1314,ideology,Sephardic Jews,Sephardic Jews
1314,ideology,Mizrahi Jews,Mizrahi Jews
1314,position,Centre-left,Centre-left politics
1053,ideology,Zionism,Zionism
1053,ideology,Liberal conservatism,Liberal conservatism
1053,ideology,1990s Post-Soviet aliyah,1990s post-Soviet aliyah
1053,position,Centre-right politics,Centre-right politics
1053,position,Right-wing politics,Right-wing politics
235,ideology,Conservatism,Conservatism
235,ideology,Conservatism in Israel,Conservatism in Israel
235,ideology,National liberalism,National liberalism
235,ideology,Jewish Telegraphic Agency,Jewish Telegraphic Agency
235,ideology,Economic liberalism,Economic liberalism
235,ideology,Jewish Virtual Library,Jewish Virtual Library
235,ideology,Westview Press,Westview Press
235,ideology,Russians in Israel,Russians in Israel
235,position,Right-wing politics,Right-wing politics
235,position,far-right,Far-right politics
7351,ideology,Right-libertarianism,Right-libertarianism
7351,ideology,Economic liberalism,Economic liberalism
7351,ideology,The Jerusalem Post,The Jerusalem Post
7351,ideology,Ultranationalism,Ultranationalism
7351,ideology,Deutsche Welle,Deutsche Welle
7351,ideology,Wall Street Journal,The Wall Street Journal
7351,ideology,ABC News (United States),ABC News (United States)
7351,ideology,New York Times,The New York Times
7351,ideology,One-state solution,One-state solution
7351,ideology,The Times of Israel,The Times of Israel
7351,ideology,Zionism,Zionism
7351,ideology,Israel Hayom,Israel Hayom
7351,position,Right-wing,Right-wing politics
7351,position,Far-right politics,Far-right politics
1489,ideology,Zionism,Zionism
1489,ideology,Liberalism,Liberalism
1489,ideology,Classical liberalism,Classical liberalism
1489,ideology,Economic liberalism,Economic liberalism
1489,position,Centrism,Centrism
1489,position,Centre-right politics,Centre-right politics
8053,position,Left-wing politics,Left-wing politics
614,ideology,Social liberalism,Social liberalism
614,position,Centre-left politics,Centre-left politics
813,ideology,National conservatism,National conservatism
813,ideology,Conservatism,Conservatism
813,ideology,Post-fascism,Post-fascism
813,position,Right-wing politics,Right-wing politics
813,position,Far-right politics,Far-right politics
9090,ideology,Conservatism,Conservatism
9090,ideology,Christian democracy,Christian democracy
9090,position,Centrism,Centrism
9090,position,Centre-right politics,Centre-right politics
327,ideology,National conservatism,National conservatism
327,position,Far-right politics,Far-right politics
8361,ideology,Social democracy,Social democracy
8361,ideology,Democratic socialism,Democratic socialism
8361,position,Centre-left politics,Centre-left politics
8361,position,la Stampa,La Stampa
8361,position,Left-wing politics,Left-wing politics
8361,position,Il Foglio,Il Foglio
8361,position,Il Post,Il Post
7126,ideology,Italian nationalism,Italian nationalism
7126,ideology,Proto-fascism,Proto-fascism
7126,ideology,Italian irredentism,Italian irredentism
7126,ideology,National conservatism,National conservatism
7126,ideology,Corporatism,Corporatism
7126,ideology,Monarchism,Monarchism
7126,ideology,Militarism,Militarism
7126,position,Right-wing,Right-wing politics
7126,position,far-right,Far-right politics
9082,ideology,Liberalism,Liberalism
9082,ideology,Liberalism and radicalism in Italy,Liberalism and radicalism in Italy
9082,position,Centrism,Centrism
6241,position,Centre-right politics,Centre-right politics
8244,ideology,Neo-fascism,Neo-fascism
8244,ideology,CTC Sentinel,Combating Terrorism Center
8244,ideology,Combating Terrorism Center,Combating Terrorism Center
8244,ideology,"West Point, New York","West Point, New York"
8244,ideology,Italian nationalism,Italian nationalism
8244,ideology,Euroscepticism,Euroscepticism
8244,ideology,Souverainism,Sovereigntism
8244,ideology,Anti-capitalism,Anti-capitalism
8244,ideology,Laicism,Laicism
8244,position,Far-right politics,Far-right politics
8666,ideology,Christian democracy,Christian democracy
8666,ideology,Pro-Europeanism,Pro-Europeanism
8666,position,Centrism,Centrism
1767,ideology,Christian democracy,Christian democracy
1767,position,Centrism,Centrism
1767,position,Centre-right politics,Centre-right politics
2278,ideology,Christian left,Christian left
2278,ideology,Social liberalism,Social liberalism
2278,position,Centrism,Centrism
7670,ideology,Christian democracy,Christian democracy
7670,position,Centrism,Centrism
8056,position,Centre-right,Centre-right politics
8056,position,Far-right politics,Far-right politics
7777,position,Centrism,Centrism
7777,position,left-wing,Left-wing politics
763,ideology,Christian democracy,Christian democracy
763,ideology,Social conservatism,Social conservatism
763,position,Centrism,Centrism
763,position,Centre-right politics,Centre-right politics
878,ideology,Social democracy,Social democracy
878,position,Centre-left politics,Centre-left politics
934,ideology,Christian democracy,Christian democracy
934,ideology,Popolarismo,Popolarismo
934,ideology,Social conservatism,Social conservatism
934,position,Centrism,Centrism
8667,ideology,Christian democracy,Christian democracy
279,position,Centrism,Centrism
279,position,Centre-left politics,Centre-left politics
279,ideology,Social liberalism,Social liberalism
279,ideology,Christian left,Christian left
1327,ideology,Christian democracy,Christian democracy
1327,position,Centrism,Centrism
1429,ideology,Communism,Communism
1429,ideology,Eco-socialism,Eco-socialism
1429,ideology,Pacifism,Pacifism
1429,ideology,Trotskyism,Trotskyism
1429,ideology,Workerism,Workerism
1429,position,Far-left,Far-left politics
6406,ideology,Liberal conservatism,Liberal conservatism
6406,ideology,Conservative liberalism,Conservative liberalism
6406,ideology,Conservatism in Italy,Conservatism in Italy
6406,ideology,Classical liberalism,Classical liberalism
6406,ideology,Monarchism,Monarchism
6406,position,Centrism,Centrism
6406,position,Centre-right politics,Centre-right politics
7131,ideology,Republicanism,Republicanism
7131,ideology,Nationalism,Nationalism
7131,ideology,Classical radicalism,Classical radicalism
7131,ideology,Socialism,Socialism
7131,ideology,Anti-clericalism,Anti-clericalism
7131,position,Left-wing politics,Left-wing politics
9110,position,Centre-left politics,Centre-left politics
9110,ideology,Green politics,Green politics
7125,ideology,Italian nationalism,Italian nationalism
7125,ideology,Revolutionary nationalism,Revolutionary nationalism
7125,ideology,Futurism,Futurism
7125,ideology,National syndicalism,National syndicalism
7125,ideology,Anti-capitalism,Anti-capitalism
7125,ideology,Anti-communism,Anti-communism
7125,ideology,Anti-socialism,Criticism of socialism
7125,ideology,Sansepolcrismo,Sansepolcrismo
7125,position,Syncretic politics,Political syncretism
7125,position,Fascist Manifesto,Fascist Manifesto
7125,position,Right-wing politics,Right-wing politics
7125,position,Far-right politics,Far-right politics
7125,position,"National Bloc (Italy, 1921)","National Bloc (Italy, 1921)"
851,ideology,Green politics,Green politics
851,ideology,Eco-socialism,Eco-socialism
851,ideology,Alter-globalization,Alter-globalization
851,position,Left-wing politics,Left-wing politics
2279,ideology,Classical liberalism,Classical liberalism
2279,ideology,Economic liberalism,Economic liberalism
2279,position,Centre-right politics,Centre-right politics
1101,ideology,Neo-fascism,Neo-fascism
1101,ideology,Nationalism,Nationalism
1101,ideology,Italian nationalism,Italian nationalism
1101,ideology,Ultranationalism,Ultranationalism
1101,ideology,Anti-Zionism,Anti-Zionism
1101,ideology,Anti-capitalism,Anti-capitalism
1101,ideology,Anti-Americanism,Anti-Americanism
1101,ideology,Hard Euroscepticism,Euroscepticism
1101,position,Far-right politics,Far-right politics
1626,ideology,Liberal conservatism,Liberal conservatism
1626,ideology,Christian democracy,Christian democracy
1626,position,Centre-right politics,Centre-right politics
8058,ideology,Liberal conservatism,Liberal conservatism
8058,ideology,Christian democracy,Christian democracy
8058,position,Centre-right politics,Centre-right politics
2280,ideology,National conservatism,National conservatism
2280,ideology,Right-wing populism,Right-wing populism
2280,ideology,Post-fascism,Post-fascism
2280,position,Right-wing politics,Right-wing politics
2280,position,Far-right politics,Far-right politics
1498,ideology,Populism,Populism
1498,ideology,Monarchism,Monarchism
1498,ideology,Anti-communism,Anti-communism
1498,position,Right-wing politics,Right-wing politics
1179,ideology,Liberal conservatism,Liberal conservatism
1179,ideology,National conservatism,National conservatism
1179,position,Centre-right politics,Centre-right politics
643,ideology,Social liberalism,Social liberalism
643,ideology,Christian left,Christian left
643,ideology,Social democracy,Social democracy
643,position,Centrism,Centrism
643,position,Centre-left politics,Centre-left politics
3743,position,Centre-left,Centre-left politics
3743,position,left-wing,Left-wing politics
3743,ideology,Social democracy,Social democracy
3743,ideology,Green politics,Green politics
1782,position,Centre-left,Centre-left politics
1782,position,left-wing,Left-wing politics
1782,ideology,Social democracy,Social democracy
1782,ideology,Green politics,Green politics
365,ideology,Liberal conservatism,Liberal conservatism
365,ideology,Christian democracy,Christian democracy
365,ideology,Liberalism,Liberalism
365,ideology,Conservatism,Conservatism
365,position,Centre-right politics,Centre-right politics
7671,ideology,Social democracy,Social democracy
7671,ideology,Green politics,Green politics
7671,ideology,Pro-Europeanism,Pro-Europeanism
7671,position,Centre-left politics,Centre-left politics
9081,ideology,Hard Euroscepticism,Euroscepticism
9081,ideology,Populism,Populism
9081,ideology,Sovereigntism,Sovereigntism
9081,position,Big tent,Big tent
9081,position,Far-right politics,Far-right politics
8057,ideology,Social democracy,Social democracy
8057,ideology,Democratic socialism,Democratic socialism
8057,ideology,Christian democracy,Christian democracy
8057,ideology,Social liberalism,Social liberalism
8057,position,Centre-left,Centre-left politics
9127,ideology,Populism,Populism
9127,ideology,Sovereigntism,Sovereigntism
9127,ideology,Euroscepticism,Euroscepticism
9127,ideology,Communism,Communism
9127,position,Big tent,Big tent
8641,ideology,Liberalism,Liberalism
8641,ideology,Liberalism and radicalism in Italy,Liberalism and radicalism in Italy
8641,position,Centrism,Centrism
8188,ideology,Right-wing populism,Right-wing populism
8188,ideology,Neo-fascism,Neo-fascism
8188,ideology,National conservatism,National conservatism
8188,position,Far-right politics,Far-right politics
6685,position,Left-wing politics,Left-wing politics
6685,ideology,Democratic socialism,Democratic socialism
6685,ideology,Eco-socialism,Eco-socialism
131,ideology,Corruption in Italy,Corruption in Italy
131,position,Centre-left politics,Centre-left politics
8647,ideology,Regionalism (politics),Regionalism (politics)
8647,ideology,National conservatism,National conservatism
8647,position,Far-right politics,Far-right politics
1221,ideology,Federalism,Federalism
1221,ideology,Regionalism (politics),Regionalism (politics)
1221,ideology,Conservatism,Conservatism
1221,ideology,The Local,The Local
1221,ideology,Reuters,Reuters
1221,ideology,Populism,Populism
1221,ideology,Euroscepticism,Euroscepticism
1221,ideology,Padanian nationalism,Padanian nationalism
1221,ideology,Separatism,Separatism
1221,ideology,Autonomism (political doctrine),Autonomism (political doctrine)
1221,ideology,Liberalism,Liberalism
1221,ideology,Il Fatto Quotidiano,Il Fatto Quotidiano
1221,ideology,Libertarianism,Libertarianism
1221,position,Right-wing politics,Right-wing politics
1221,position,Far-right politics,Far-right politics
8246,ideology,Social democracy,Social democracy
8246,ideology,Democratic socialism,Democratic socialism
8246,position,Left-wing politics,Left-wing politics
744,ideology,Regionalism (politics),Regionalism (politics)
744,ideology,Lombard nationalism,Lombard nationalism
744,ideology,Populism,Populism
718,ideology,Venetian nationalism,Venetian nationalism
718,ideology,Conservatism,Conservatism
2134,ideology,Liberalism,Liberalism
2134,ideology,Libertarianism,Libertarianism
2134,ideology,Pro-Europeanism,Pro-Europeanism
768,ideology,Populism,Populism
768,ideology,Financial Times,Financial Times
768,ideology,Anti-corruption,Anti-corruption
768,position,Centre-left politics,Centre-left politics
768,position,centrist,Centrism
768,position,centre-left,Centre-left politics
768,position,left-wing,Left-wing politics
3742,ideology,Liberalism,Liberalism
3742,ideology,Libertarianism,Libertarianism
3742,position,Centrism,Centrism
8648,ideology,Regionalism (politics),Regionalism (politics)
8648,ideology,Environmentalism,Environmentalism
8648,ideology,Liberal socialism,Liberal socialism
8648,position,Catch-all party,Big tent
1737,position,Centre-left politics,Centre-left politics
1372,position,Centre-left politics,Centre-left politics
598,ideology,Communism,Communism
598,ideology,Socialism,Socialism
598,position,Far-left,Far-left politics
2046,ideology,Populism,Populism
2046,ideology,Green politics,Green politics
2046,position,Left-wing politics,Left-wing politics
1045,ideology,Regionalism (politics),Regionalism (politics)
1045,ideology,Autonomism (political doctrine),Autonomism (political doctrine)
1045,ideology,Christian democracy,Christian democracy
1045,position,Centrism,Centrism
1165,ideology,Social liberalism,Social liberalism
1165,ideology,Classical radicalism,Classical radicalism
1165,position,Centre-left,Centre-left politics
1696,ideology,Neo-fascism,Neo-fascism
1696,ideology,Italian nationalism,Italian nationalism
1696,ideology,ultranationalism,Ultranationalism
1696,ideology,National conservatism,National conservatism
1696,position,Far-right politics,Far-right politics
9141,ideology,Liberal conservatism,Liberal conservatism
9141,ideology,Christian democracy,Christian democracy
9141,position,Centrism,Centrism
9141,position,Centre-right politics,Centre-right politics
9513,ideology,Liberal conservatism,Liberal conservatism
9513,ideology,Christian democracy,Christian democracy
9513,position,Centrism,Centrism
9513,position,Centre-right politics,Centre-right politics
2052,ideology,Conservatism,Conservatism
2052,ideology,Christian democracy,Christian democracy
2052,position,Centre-right politics,Centre-right politics
888,ideology,Social democracy,Social democracy
888,ideology,Liberalism,Liberalism
888,position,Centrism,Centrism
34,ideology,Communism,Communism
34,ideology,Italian road to socialism,Italian road to socialism
34,ideology,Democratic socialism,Democratic socialism
34,position,Left-wing politics,Left-wing politics
817,ideology,Liberal socialism,Liberal socialism
