partyfacts_id,field,value,value_clean
1036,position,[[Centre-right]] to<br/>[[Right-wing politics|right-wing]],[[Centre-right]] to<br/>[[Right-wing politics|right-wing]]
615,ideology,[[Social democracy]] <br />[[Labor Zionism]]<br>'''Factions:'''<br>[[Socialism]]<br>[[Liberalism]],[[Social democracy]] <br />[[Labor Zionism]]<br><br>[[Socialism]]<br>[[Liberalism]]
615,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
8625,ideology,[[Zionism]]<br>[[Social democracy]]<br>[[Social liberalism]]<br>[[Progressivism]] <br>[[Green politics]]<br>[[Two-state solution]]<br>'''Factions:'''<br>[[Labor Zionism]]<br>[[Zionism#Liberal Zionism|Liberal Zionism]]<br>[[Green Zionism]],[[Zionism]]<br>[[Social democracy]]<br>[[Social liberalism]]<br>[[Progressivism]] <br>[[Green politics]]<br>[[Two-state solution]]<br><br>[[Labor Zionism]]<br>[[Zionism#Liberal Zionism|Liberal Zionism]]<br>[[Green Zionism]]
8625,position,[[Centre-left]],[[Centre-left]]
219,position,[[Right-wing]],[[Right-wing]]
1417,ideology,[[Communism]],[[Communism]]
1417,position,[[Far-Left]],[[Far-Left]]
1167,ideology,[[Religious Zionism]],[[Religious Zionism]]
597,position,[[Left-wing]],[[Left-wing]]
613,ideology,[[Religious Zionism]]<br/>Religious workers interests,[[Religious Zionism]]<br/>Religious workers interests
784,ideology,[[Two-state solution]],[[Two-state solution]]
784,position,[[Left-wing politics|Left-wing]],[[Left-wing politics|Left-wing]]
3127,ideology,[[Liberalism]] <br />[[Two-state solution]] <br />[[Secularism]] <br />[[Environmentalism]] <br />[[Third Way]] <br />[[Zionism#Liberal Zionism|Liberal Zionism]] <br />,[[Liberalism]] <br />[[Two-state solution]] <br />[[Secularism]] <br />[[Environmentalism]] <br />[[Third Way]] <br />[[Zionism#Liberal Zionism|Liberal Zionism]] <br />
3127,position,[[Centrism|Centre]] to [[Centre-left politics|centre-left]],[[Centrism|Centre]] to [[Centre-left politics|centre-left]]
1358,ideology,[[Liberal socialism]] <br />[[Civil libertarianism]] <br />[[Secularism]]<br />[[Anti-clericalism]] <br />[[Green politics]] <br/>[[Feminism]]<br/>[[Two-state solution]]<br/>[[Labor Zionism]],[[Liberal socialism]] <br />[[Civil libertarianism]] <br />[[Secularism]]<br />[[Anti-clericalism]] <br />[[Green politics]] <br/>[[Feminism]]<br/>[[Two-state solution]]<br/>[[Labor Zionism]]
1358,position,[[Left-wing politics|Left-wing]],[[Left-wing politics|Left-wing]]
7350,ideology,[[Zionism]] <br/> {{nowrap|[[National conservatism]]|ref| name=I24|{{cite web|url=https://www.i24news.tv/en/news/israel/192021-181229-bennett-shaked-break-from-jewish-home-announce-new-right-wing-party|title=Israeli ministers announce new right-wing party ahead of snap election|date=29 December 2018|website=i24 News}}|</ref>|ref|{{cite news|work=[[The Forward]]|date=19 March 2019|title=Right-Wing Israeli Political 'Fascism' Perfume Ad Leaves People Scratching Their Heads|url=https://forward.com/fast-forward/421115/israel-elections-fascism-perfume-ad/}}|</ref>}} <br/>[[Economic liberalism]] <br/>[[Judicial restraint]] <br/>'''Factions:'''<br/>[[Religious Zionism]] <br/>[[Jewish secularism|Secularism]],[[Zionism]] <br/> {{nowrap|[[National conservatism]]|ref| name=I24|{{cite web|url=https://www.i24news.tv/en/news/israel/192021-181229-bennett-shaked-break-from-jewish-home-announce-new-right-wing-party|title=Israeli ministers announce new right-wing party ahead of snap election|date=29 December 2018|website=i24 News}}|</ref>|ref|{{cite news|work=[[The Forward]]|date=19 March 2019|title=Right-Wing Israeli Political 'Fascism' Perfume Ad Leaves People Scratching Their Heads|url=https://forward.com/fast-forward/421115/israel-elections-fascism-perfume-ad/}}|</ref>}} <br/>[[Economic liberalism]] <br/>[[Judicial restraint]] <br/><br/>[[Religious Zionism]] <br/>[[Jewish secularism|Secularism]]
7350,position,[[Right-wing politics|Right-wing]] to [[Far-right politics|far-right]],[[Right-wing politics|Right-wing]] to [[Far-right politics|far-right]]
3700,ideology,[[Environmentalism ]] {{br}} [[Sustainability]],[[Environmentalism ]] {{br}} [[Sustainability]]
1655,ideology,[[Conservatism]]<br/>[[Revisionist Zionism]],[[Conservatism]]<br/>[[Revisionist Zionism]]
1655,position,[[Right-wing]],[[Right-wing]]
3192,ideology,[[Revisionist Zionism]],[[Revisionist Zionism]]
3192,position,[[Right-wing]],[[Right-wing]]
1560,ideology,Yemenite Jewish interest,Yemenite Jewish interest
7857,ideology,"{{ubl|class|=|nowrap|
 |[[Zionism]]|ref| name=""auto""|{{cite web |url=https://www.jns.org/former-idf-chief-of-staff-benny-gantz-registers-new-party-ahead-of-elections/ |title=Ex-Israeli Army Chief Benny Gantz, Considered Top Netanyahu Challenger, Launches Political Party |date=27 December 2018 |website=JNS}}|</ref>|
 |[[Social liberalism]]|ref| name=""post""|{{cite web |url=https://www.jpost.com/Israel-Elections/Histadrut-chief-Avi-Nissenkorn-joins-Gantzs-Israel-Resilience-Party-580853 |title=Histadrut chief Avi Nissenkorn joins Gantzs Israel Resilience Party|date=16 February 2019 |website=The Jerusalem Post|author=Lahav Harkov|access-date=23 February 2019}}|</ref>}}","{{ubl|class|=|nowrap|
 |[[Zionism]]|ref| name=""auto""|{{cite web |url=https://www.jns.org/former-idf-chief-of-staff-benny-gantz-registers-new-party-ahead-of-elections/ |title=Ex-Israeli Army Chief Benny Gantz, Considered Top Netanyahu Challenger, Launches Political Party |date=27 December 2018 |website=JNS}}|</ref>|
 |[[Social liberalism]]|ref| name=""post""|{{cite web |url=https://www.jpost.com/Israel-Elections/Histadrut-chief-Avi-Nissenkorn-joins-Gantzs-Israel-Resilience-Party-580853 |title=Histadrut chief Avi Nissenkorn joins Gantzs Israel Resilience Party|date=16 February 2019 |website=The Jerusalem Post|author=Lahav Harkov|access-date=23 February 2019}}|</ref>}}"
7857,position,[[Centrism|Centre]],[[Centrism|Centre]]
1561,ideology,[[Religious Zionism]]<br />[[Halachic state]]<br />[[Kahanism]]<br />[[Religious conservatism]]<br />[[Population transfer]]<br />[[Economic liberalism]]<br />[[Anti-communism]]<br />[[Anti-Arabism]]<br />[[Criticism of Islam|Anti-Islam]]<br /> [[Ultranationalism]],[[Religious Zionism]]<br />[[Halachic state]]<br />[[Kahanism]]<br />[[Religious conservatism]]<br />[[Population transfer]]<br />[[Economic liberalism]]<br />[[Anti-communism]]<br />[[Anti-Arabism]]<br />[[Criticism of Islam|Anti-Islam]]<br /> [[Ultranationalism]]
1561,position,[[Far-right politics|Far-right]],[[Far-right politics|Far-right]]
484,ideology,[[Liberalism]] <br/>[[Zionism]]<br />[[Two-state solution]],[[Liberalism]] <br/>[[Zionism]]<br />[[Two-state solution]]
484,position,[[Centrism|Centre]],[[Centrism|Centre]]
7599,ideology,"{{ubl|class|=|nowrap|
 |[[Zionism]]|ref| name=""IDI""|
 |[[Liberalism in Israel|Liberalism]]|ref| name=""IDI""|{{cite web |title=Blue and White |url=https://en.idi.org.il/israeli-elections-and-parties/parties/blue-and-white/ |website=The Israel Democracy Institute |access-date=7 March 2019}}|</ref>|
 |[[Social liberalism]]|ref|{{cite web |last=Harkov |first=Lahav |title=Histadrut chief Avi Nissenkorn joins Gantz's Israel Resilience Party |url=https://www.jpost.com/Israel-Elections/Histadrut-chief-Avi-Nissenkorn-joins-Gantzs-Israel-Resilience-Party-580853 |work=[[The Jerusalem Post]] |date=16 February 2019 |access-date=23 February 2019}}|</ref>|
 |[[Big tent|Catch-all alliance]]|ref|{{cite news |title=After Replacing Netanyahu, Gantz's Party Will Self-destruct. And That's OK |url=https://www.haaretz.com/israel-news/.premium-centrist-parties-are-short-lived-even-if-gantz-s-outfit-beats-netanyahu-1.6995354 |website=Haaretz |access-date=5 March 2019}}|</ref>}}","{{ubl|class|=|nowrap|
 |[[Zionism]]|ref| name=""IDI""|
 |[[Liberalism in Israel|Liberalism]]|ref| name=""IDI""|{{cite web |title=Blue and White |url=https://en.idi.org.il/israeli-elections-and-parties/parties/blue-and-white/ |website=The Israel Democracy Institute |access-date=7 March 2019}}|</ref>|
 |[[Social liberalism]]|ref|{{cite web |last=Harkov |first=Lahav |title=Histadrut chief Avi Nissenkorn joins Gantz's Israel Resilience Party |url=https://www.jpost.com/Israel-Elections/Histadrut-chief-Avi-Nissenkorn-joins-Gantzs-Israel-Resilience-Party-580853 |work=[[The Jerusalem Post]] |date=16 February 2019 |access-date=23 February 2019}}|</ref>|
 |[[Big tent|Catch-all alliance]]|ref|{{cite news |title=After Replacing Netanyahu, Gantz's Party Will Self-destruct. And That's OK |url=https://www.haaretz.com/israel-news/.premium-centrist-parties-are-short-lived-even-if-gantz-s-outfit-beats-netanyahu-1.6995354 |website=Haaretz |access-date=5 March 2019}}|</ref>}}"
7599,position,[[Centrism|Centre]],[[Centrism|Centre]]
1722,ideology,[[Israeli Arab]] interest,[[Israeli Arab]] interest
3126,ideology,Israeli Arab interest,Israeli Arab interest
3273,ideology,"{{ubl|class|=|nowrap|
 |[[Economic egalitarianism]]|ref| name=""Two parties""|{{cite news |url=http://bigstory.ap.org/article/d95f249387404df8b5eb2161f2b518cc/two-israeli-parties-join-forces-against-netanyahu |title=Two Israeli parties join forces against Netanyahu |publisher=Associated Press |date=10 December 2014 |access-date=27 January 2015}}|</ref>|ref| name=BBC|[https://www.bbc.com/news/world-middle-east-31815481 Israel election: Who are the key candidates?], BBC (14 March 2015)|</ref>|
 |[[Consumer protection]]|ref|Bernard Avishai, [http://www.newyorker.com/news/news-desk/kerrys-miscalculation-u-n-palestine-resolutions Kerry's Miscalculation on the U.N. Palestine Resolutions], The New Yorker, 31 December 2014|</ref>|ref|Jacob Wirtschafter, [http://www.jewishjournal.com/israel/article/israels_election_its_the_economy_stupid Israel's election: It's the economy, stupid], Jewish Journal, 16 March 2015|</ref>|
 |[[Social liberalism]]|ref|{{cite news |url=http://www.abc.es/internacional/20150317/abci-claves-elecciones-israel-201503160830.html |title=Las claves de las elecciones en Israel |author=Laura Riestra |publisher=ABC Internacional |date=2015-03-17}}|</ref>|
 |[[Zionism]]}}","{{ubl|class|=|nowrap|
 |[[Economic egalitarianism]]|ref| name=""Two parties""|{{cite news |url=http://bigstory.ap.org/article/d95f249387404df8b5eb2161f2b518cc/two-israeli-parties-join-forces-against-netanyahu |title=Two Israeli parties join forces against Netanyahu |publisher=Associated Press |date=10 December 2014 |access-date=27 January 2015}}|</ref>|ref| name=BBC|[https://www.bbc.com/news/world-middle-east-31815481 Israel election: Who are the key candidates?], BBC (14 March 2015)|</ref>|
 |[[Consumer protection]]|ref|Bernard Avishai, [http://www.newyorker.com/news/news-desk/kerrys-miscalculation-u-n-palestine-resolutions Kerry's Miscalculation on the U.N. Palestine Resolutions], The New Yorker, 31 December 2014|</ref>|ref|Jacob Wirtschafter, [http://www.jewishjournal.com/israel/article/israels_election_its_the_economy_stupid Israel's election: It's the economy, stupid], Jewish Journal, 16 March 2015|</ref>|
 |[[Social liberalism]]|ref|{{cite news |url=http://www.abc.es/internacional/20150317/abci-claves-elecciones-israel-201503160830.html |title=Las claves de las elecciones en Israel |author=Laura Riestra |publisher=ABC Internacional |date=2015-03-17}}|</ref>|
 |[[Zionism]]}}"
3273,position,"{{Nowrap|[[Centrism|Centre]]|ref| name=""kingmaker""|{{cite news |url=http://bigstory.ap.org/article/98032a48329b42698f72e794dff423ae/israeli-lawmakers-vote-dissolving-parliament |title=Ex-Netanyahu ally looks to be Israeli kingmaker |author=Aron Heller |publisher=Associated Press |date=3 December 2014 |access-date=27 January 2015}}|</ref>|ref| name=washpost|{{cite news |author=Ishaan Tharoor |date=14 March 2015 |work=The Washington Post |url=https://www.washingtonpost.com/blogs/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/ |title=A guide to the political parties battling for Israel's future |access-date=28 June 2015}}|</ref>| to [[centre-right]]|ref|{{cite news |date=17 March 2015 |title=Israel Elections: Results and Analysis |work=The New York Times |url=https://www.nytimes.com/live/israel-elections-vote-results/moshe-kahlon-likely-power-broker-it-is-not-the-time-for-rifts/ |access-date=14 June 2015}}|</ref>}} to [[centre-right]]","{{Nowrap|[[Centrism|Centre]]|ref| name=""kingmaker""|{{cite news |url=http://bigstory.ap.org/article/98032a48329b42698f72e794dff423ae/israeli-lawmakers-vote-dissolving-parliament |title=Ex-Netanyahu ally looks to be Israeli kingmaker |author=Aron Heller |publisher=Associated Press |date=3 December 2014 |access-date=27 January 2015}}|</ref>|ref| name=washpost|{{cite news |author=Ishaan Tharoor |date=14 March 2015 |work=The Washington Post |url=https://www.washingtonpost.com/blogs/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/ |title=A guide to the political parties battling for Israel's future |access-date=28 June 2015}}|</ref>| to [[centre-right]]|ref|{{cite news |date=17 March 2015 |title=Israel Elections: Results and Analysis |work=The New York Times |url=https://www.nytimes.com/live/israel-elections-vote-results/moshe-kahlon-likely-power-broker-it-is-not-the-time-for-rifts/ |access-date=14 June 2015}}|</ref>}} to [[centre-right]]"
434,ideology,[[Liberalism]]<br>[[Social liberalism]] <br>[[Progressivism]] <br>[[Secularism]],[[Liberalism]]<br>[[Social liberalism]] <br>[[Progressivism]] <br>[[Secularism]]
434,position,[[Centrism|Center]],[[Centrism|Center]]
3131,ideology,"{{ubl|class|=|nowrap|
 |[[Social democracy]]|ref| name=""Chacham2003""|{{cite book |author=Ronit Chacham|title=Breaking Ranks: Refusing to Serve in the West Bank and Gaza Strip|url=https://archive.org/details/breakingranksref00chac|url-access=registration|year=2003|publisher=Other Press, LLC|isbn=978-1-59051-099-5|page=[https://archive.org/details/breakingranksref00chac/page/60 60]}}|</ref>|ref|{{Cite web|url=https://en.idi.org.il/israeli-elections-and-parties/parties/meretz/|title=Meretz - parties|website=The Israel Democracy Institute}}|</ref>|
 |[[Secularism]]|ref| name=""DoronHarris2000""|{{cite book |author1=Gideon Doron|author2=Michael Harris|title=Public Policy and Electoral Reform: The Case of Israel|url=https://books.google.com/books?id=FXBgoLS6ScYC&pg=PA82|year=2000|publisher=Lexington Books|isbn=978-0-7391-0134-6|page=82 |access-date=16 June 2015}}|</ref>|ref| name=washpost|{{cite news |author=Ishaan Tharoor |date=14 March 2015 |work=The Washington Post |url=https://www.washingtonpost.com/blogs/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/ |title=A guide to the political parties battling for Israel's future |access-date=28 June 2015}}|</ref>|
 |[[Feminism]]|ref| name=""progressism""|{{Cite web|url=https://www.jpost.com/Israel-News/Politics-And-Diplomacy/Leading-Meretz-candidate-I-want-to-be-Diasporas-voice-544259|title=Leading Meretz candidate: I want to be Diaspora's voice|date=5 March 2018|access-date=17 September 2019|website=[[The Jerusalem Post]]|author=Gil Hoffman}}|</ref>| 
 |[[Progressivism]]|ref| name=""progressism""|
 |[[Egalitarianism]]|ref| name=""Lamb2015""|{{cite book |author=Peter Lamb|title=Historical Dictionary of Socialism|url=https://books.google.com/books?id=vSHuCgAAQBAJ&q=historical+dictionary+of+socialism|year=2015|publisher=Rowman & Littlefield|page=312 |isbn=9781442258273|access-date=30 July 2018}}|</ref>|<br />
 |[[Green politics]]|ref| name=""Wright2013""|{{cite book |author=Melanie J. Wright|title=Studying Judaism: The Critical Issues|url=https://books.google.com/books?id=3Qt8AAAAQBAJ&pg=PT49|year=2013|publisher=A&C Black|isbn=978-1-4725-3888-8|page=49 |access-date=16 June 2015}}|</ref>|
 |[[Two-state solution]]|ref| name=bbc|{{cite news |title=Guide to Israel's political parties |date=21 January 2013 |url=https://www.bbc.co.uk/news/world-middle-east-21073450 |publisher=BBC News |access-date=28 June 2015}}|</ref>|
 |[[Labor Zionism]]|ref|{{cite web|url=https://www.middleeasteye.net/opinion/israeli-left-doomed-marginalisation|title=Is the Israeli left doomed to marginalisation?|author=Thomas Vescovi|publisher=[[Middle East Eye]]|date=6 June 2019}}|</ref>}} <br />","{{ubl|class|=|nowrap|
 |[[Social democracy]]|ref| name=""Chacham2003""|{{cite book |author=Ronit Chacham|title=Breaking Ranks: Refusing to Serve in the West Bank and Gaza Strip|url=https://archive.org/details/breakingranksref00chac|url-access=registration|year=2003|publisher=Other Press, LLC|isbn=978-1-59051-099-5|page=[https://archive.org/details/breakingranksref00chac/page/60 60]}}|</ref>|ref|{{Cite web|url=https://en.idi.org.il/israeli-elections-and-parties/parties/meretz/|title=Meretz - parties|website=The Israel Democracy Institute}}|</ref>|
 |[[Secularism]]|ref| name=""DoronHarris2000""|{{cite book |author1=Gideon Doron|author2=Michael Harris|title=Public Policy and Electoral Reform: The Case of Israel|url=https://books.google.com/books?id=FXBgoLS6ScYC&pg=PA82|year=2000|publisher=Lexington Books|isbn=978-0-7391-0134-6|page=82 |access-date=16 June 2015}}|</ref>|ref| name=washpost|{{cite news |author=Ishaan Tharoor |date=14 March 2015 |work=The Washington Post |url=https://www.washingtonpost.com/blogs/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/ |title=A guide to the political parties battling for Israel's future |access-date=28 June 2015}}|</ref>|
 |[[Feminism]]|ref| name=""progressism""|{{Cite web|url=https://www.jpost.com/Israel-News/Politics-And-Diplomacy/Leading-Meretz-candidate-I-want-to-be-Diasporas-voice-544259|title=Leading Meretz candidate: I want to be Diaspora's voice|date=5 March 2018|access-date=17 September 2019|website=[[The Jerusalem Post]]|author=Gil Hoffman}}|</ref>| 
 |[[Progressivism]]|ref| name=""progressism""|
 |[[Egalitarianism]]|ref| name=""Lamb2015""|{{cite book |author=Peter Lamb|title=Historical Dictionary of Socialism|url=https://books.google.com/books?id=vSHuCgAAQBAJ&q=historical+dictionary+of+socialism|year=2015|publisher=Rowman & Littlefield|page=312 |isbn=9781442258273|access-date=30 July 2018}}|</ref>|<br />
 |[[Green politics]]|ref| name=""Wright2013""|{{cite book |author=Melanie J. Wright|title=Studying Judaism: The Critical Issues|url=https://books.google.com/books?id=3Qt8AAAAQBAJ&pg=PT49|year=2013|publisher=A&C Black|isbn=978-1-4725-3888-8|page=49 |access-date=16 June 2015}}|</ref>|
 |[[Two-state solution]]|ref| name=bbc|{{cite news |title=Guide to Israel's political parties |date=21 January 2013 |url=https://www.bbc.co.uk/news/world-middle-east-21073450 |publisher=BBC News |access-date=28 June 2015}}|</ref>|
 |[[Labor Zionism]]|ref|{{cite web|url=https://www.middleeasteye.net/opinion/israeli-left-doomed-marginalisation|title=Is the Israeli left doomed to marginalisation?|author=Thomas Vescovi|publisher=[[Middle East Eye]]|date=6 June 2019}}|</ref>}} <br />"
3131,position,[[Left-wing politics|Left-wing]],[[Left-wing politics|Left-wing]]
1447,ideology,[[Religious Zionism]]<br/>[[Religious nationalism]]<br/>[[Religious conservatism]]<br/>[[Social conservatism]]<br/>[[Orthodox Judaism|Orthodox]] interests<br/>[[Settler]] interests,[[Religious Zionism]]<br/>[[Religious nationalism]]<br/>[[Religious conservatism]]<br/>[[Social conservatism]]<br/>[[Orthodox Judaism|Orthodox]] interests<br/>[[Settler]] interests
1447,position,"'''1956–1960s:'''<br/>[[Centrism|Center]] to [[center-left]]
'''1970s–1980s:'''<br/>[[Center-right]] to [[right-wing]] 
'''1990s–2008:'''<br/>[[Right-wing]]","'''1956–1960s:'''<br/>[[Centrism|Center]] to [[center-left]]
'''1970s–1980s:'''<br/>[[Center-right]] to [[right-wing]] 
'''1990s–2008:'''<br/>[[Right-wing]]"
447,ideology,[[Israeli Arab]] interests<br />[[Two-state solution]]<br />[[Non-Zionism]],[[Israeli Arab]] interests<br />[[Two-state solution]]<br />[[Non-Zionism]]
447,position,[[Centre-left politics|Center-left]],[[Centre-left politics|Center-left]]
678,ideology,[[Liberalism]] ([[Liberalism in Israel|Israel]]),[[Liberalism]] ([[Liberalism in Israel|Israel]])
678,position,[[Centrism|Centre]] to [[centre-right]],[[Centrism|Centre]] to [[centre-right]]
3149,ideology,[[Liberalism]] ([[Liberalism in Israel|Israel]]),[[Liberalism]] ([[Liberalism in Israel|Israel]])
712,ideology,[[Liberalism]]<br />[[Social liberalism]] <br />[[Progressivism]] <br />[[Secularism]],[[Liberalism]]<br />[[Social liberalism]] <br />[[Progressivism]] <br />[[Secularism]]
712,position,[[Center (politics)|Center]],[[Center (politics)|Center]]
1436,ideology,"{{ubl|class|=|nowrap|
 |[[Social democracy]]
 |[[Labor Zionism]]
 |[[Two-state solution]]|ref|{{cite journal|first=Jan|last=Elshout|title=It's a Myth That Israelis Support a Two-State Solution|journal=[[Washington Report on Middle East Affairs]]|issue=March 2011|year=2011|pages=24 f|url=http://www.wrmea.org/2011-march/it-s-a-myth-that-israelis-support-a-two-state-solution.html}}|</ref>|ref|{{cite news |title=Guide to Israel's political parties |date=21 January 2013 |url=https://www.bbc.co.uk/news/world-middle-east-21073450 |work=BBC News |access-date=28 June 2015}}|</ref>|ref|{{cite news |author=Ishaan Tharoor |date=14 March 2015 |newspaper=The Washington Post |url=https://www.washingtonpost.com/blogs/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/ |title=A guide to the political parties battling for Israel's future |access-date=28 June 2015}}|</ref>}}","{{ubl|class|=|nowrap|
 |[[Social democracy]]
 |[[Labor Zionism]]
 |[[Two-state solution]]|ref|{{cite journal|first=Jan|last=Elshout|title=It's a Myth That Israelis Support a Two-State Solution|journal=[[Washington Report on Middle East Affairs]]|issue=March 2011|year=2011|pages=24 f|url=http://www.wrmea.org/2011-march/it-s-a-myth-that-israelis-support-a-two-state-solution.html}}|</ref>|ref|{{cite news |title=Guide to Israel's political parties |date=21 January 2013 |url=https://www.bbc.co.uk/news/world-middle-east-21073450 |work=BBC News |access-date=28 June 2015}}|</ref>|ref|{{cite news |author=Ishaan Tharoor |date=14 March 2015 |newspaper=The Washington Post |url=https://www.washingtonpost.com/blogs/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/ |title=A guide to the political parties battling for Israel's future |access-date=28 June 2015}}|</ref>}}"
1436,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
1061,ideology,[[Centrism]],[[Centrism]]
1061,position,[[Centrism|Center]],[[Centrism|Center]]
169,ideology,[[Labor Zionism]]<br />[[Marxism]]<br>[[Socialism]],[[Labor Zionism]]<br />[[Marxism]]<br>[[Socialism]]
169,position,[[Left-wing politics|Left-wing]] to [[far-left]],[[Left-wing politics|Left-wing]] to [[far-left]]
109,ideology,[[Labor Zionism]]<br />[[Social democracy]] <br>[[Democratic socialism]],[[Labor Zionism]]<br />[[Social democracy]] <br>[[Democratic socialism]]
109,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
7124,ideology,[[Marxism]]<br>[[Zionism]],[[Marxism]]<br>[[Zionism]]
1664,ideology,[[Ultranationalism]]<br>[[Population transfer]]<br>[[Religious Zionism]] (after 2001),[[Ultranationalism]]<br>[[Population transfer]]<br>[[Religious Zionism]] (after 2001)
1664,position,[[Far-right politics|Far-right]],[[Far-right politics|Far-right]]
425,ideology,[[Religious conservatism]]<br>[[Social conservatism]],[[Religious conservatism]]<br>[[Social conservatism]]
425,position,[[Right-wing]],[[Right-wing]]
555,position,[[Right-wing]],[[Right-wing]]
3146,ideology,[[Kahanism]],[[Kahanism]]
3146,position,[[Far-right politics|Far-right]],[[Far-right politics|Far-right]]
1491,ideology,[[Haredi Judaism|Ultra-Orthodox]] workers interest,[[Haredi Judaism|Ultra-Orthodox]] workers interest
3153,ideology,[[Israeli Arab]] interest,[[Israeli Arab]] interest
1337,ideology,"{{ubl|class|=|nowrap| 
 |[[Conservatism]]|ref|{{Cite news|work=[[Jerusalem Post]]|title=Israel Elections: Likud remains largest party, no bloc wins - polls|date=6 February 2021|url=https://www.jpost.com/israel-news/israel-elections-likud-remains-largest-party-no-bloc-wins-polls-657998}}|</ref>|
 |[[Arab citizens of Israel|Israeli Arab]] interests
 |[[Two-state solution]]
 |[[Islamism]]|ref|{{cite web |author=Carol Migdalovitz |date=18 May 2015 |url=http://www.au.af.mil/au/awc/awcgate/crs/ib82008.pdf |title=Israel: Background and Relations with the United States |series=CRS Issue Brief for Congress |publisher=Congressional Research Service |access-date=15 June 2015}}|</ref>|ref|{{Cite book |first=Barry |last=Rubin |title=Israel: An Introduction |publisher=Yale University Press |year=2012 |page=219 |isbn=978-0300162301}}|</ref>|ref|{{cite book |editor-first=Robert O. |editor-last=Freedman |title=Contemporary Israel: Domestic Politics, Foreign Policy, and Security Challenges |publisher=Westview Press |year=2008 |page=14 |isbn=978-0813343853}}|</ref>|
 |[[Islamic democracy]]|ref|{{cite web |author=Farah Swellam |date=12 June 2021 |url=https://www.jpost.com/opinion/raam-a-party-with-a-complex-history-imperative-in-creating-new-govt-670822 |title=Ra'am: A party with a complex history, imperative in creating new gov't |publisher=The Jerusalem Post |access-date=24 June 2021}}|</ref>|
 |[[Social conservatism]]|ref|{{cite book|title=Israel's European Policy After the Cold War|year=2009|publisher=Nomos|first=Stefan|page=47|last=Ahlswede}}|</ref>|ref|{{cite web |title=Jewish homophobe says he is not opposed to Arab homophobes backing coalition |url=https://www.timesofisrael.com/liveblog_entry/jewish-homophobe-says-he-is-not-opposed-to-arab-homophobes-backing-coalition/ |website=timesofisrael.com |publisher=[[The Times of Israel]] |access-date=March 29, 2020 |archive-url=https://web.archive.org/web/20210329152738/https://www.timesofisrael.com/liveblog_entry/jewish-homophobe-says-he-is-not-opposed-to-arab-homophobes-backing-coalition/ |archive-date=March 29, 2020 |url-status=live}}|</ref>}}","{{ubl|class|=|nowrap| 
 |[[Conservatism]]|ref|{{Cite news|work=[[Jerusalem Post]]|title=Israel Elections: Likud remains largest party, no bloc wins - polls|date=6 February 2021|url=https://www.jpost.com/israel-news/israel-elections-likud-remains-largest-party-no-bloc-wins-polls-657998}}|</ref>|
 |[[Arab citizens of Israel|Israeli Arab]] interests
 |[[Two-state solution]]
 |[[Islamism]]|ref|{{cite web |author=Carol Migdalovitz |date=18 May 2015 |url=http://www.au.af.mil/au/awc/awcgate/crs/ib82008.pdf |title=Israel: Background and Relations with the United States |series=CRS Issue Brief for Congress |publisher=Congressional Research Service |access-date=15 June 2015}}|</ref>|ref|{{Cite book |first=Barry |last=Rubin |title=Israel: An Introduction |publisher=Yale University Press |year=2012 |page=219 |isbn=978-0300162301}}|</ref>|ref|{{cite book |editor-first=Robert O. |editor-last=Freedman |title=Contemporary Israel: Domestic Politics, Foreign Policy, and Security Challenges |publisher=Westview Press |year=2008 |page=14 |isbn=978-0813343853}}|</ref>|
 |[[Islamic democracy]]|ref|{{cite web |author=Farah Swellam |date=12 June 2021 |url=https://www.jpost.com/opinion/raam-a-party-with-a-complex-history-imperative-in-creating-new-govt-670822 |title=Ra'am: A party with a complex history, imperative in creating new gov't |publisher=The Jerusalem Post |access-date=24 June 2021}}|</ref>|
 |[[Social conservatism]]|ref|{{cite book|title=Israel's European Policy After the Cold War|year=2009|publisher=Nomos|first=Stefan|page=47|last=Ahlswede}}|</ref>|ref|{{cite web |title=Jewish homophobe says he is not opposed to Arab homophobes backing coalition |url=https://www.timesofisrael.com/liveblog_entry/jewish-homophobe-says-he-is-not-opposed-to-arab-homophobes-backing-coalition/ |website=timesofisrael.com |publisher=[[The Times of Israel]] |access-date=March 29, 2020 |archive-url=https://web.archive.org/web/20210329152738/https://www.timesofisrael.com/liveblog_entry/jewish-homophobe-says-he-is-not-opposed-to-arab-homophobes-backing-coalition/ |archive-date=March 29, 2020 |url-status=live}}|</ref>}}"
1337,position,[[Big tent]],[[Big tent]]
