partyfacts_id,source,position
1055,ideology,conservatism
1055,ideology,christian democracy
1055,ideology,irish republicanism
1055,position,centre
1055,position,centre-right
1288,ideology,liberal conservatism
1288,ideology,christian democracy
1288,position,centre-right
1775,ideology,green politics
1775,ideology,pro-europeanism
1775,position,centre-left
1775,position,the irish times
2533,ideology,irish republicanism
2441,ideology,irish nationalism
2441,ideology,home rule
2441,ideology,liberalism
2441,position,centre
2441,position,centre-right
7273,ideology,conservatism
7273,ideology,unionism in ireland
7273,position,right-wing
4555,ideology,communism
4555,position,far-left
880,ideology,treaty of lisbon
880,ideology,social conservatism
880,ideology,economic liberalism
880,ideology,euroscepticism
880,position,right-wing
2443,ideology,agrarianism
2443,ideology,conservatism
2443,ideology,christian democracy
2443,position,centre-right
1391,ideology,social democracy
1391,ideology,anti-communism
2115,ideology,anglo-irish treaty
2115,ideology,commonwealth of nations
2115,ideology,fiscal conservatism
2053,ideology,social conservatism
2053,ideology,catholic church and politics
2053,ideology,anti-abortion movements
2053,ideology,euroscepticism
2053,position,right-wing
187,ideology,socialism
187,ideology,progressivism
187,position,left-wing
8181,ideology,socialism
8181,ideology,socialism of the 21st century
8181,ideology,antimilitarism
8181,position,left-wing
521,ideology,communism
521,ideology,marxism-leninism
521,ideology,euroscepticism
562,ideology,social democracy
562,ideology,pro-europeanism
562,position,centre-left
208,ideology,communism
208,ideology,marxism-leninism
208,ideology,irish republicanism
208,position,far-left
1448,ideology,democratic socialism
1448,ideology,trotskyism
1448,ideology,euroscepticism
1448,position,left-wing
1448,position,far-left
242,ideology,trotskyism
242,ideology,socialism
242,ideology,anti-capitalism
242,position,left-wing
242,position,far-left
4869,ideology,anti-abortion movements
4869,ideology,social conservatism
4869,ideology,economic liberalism
4869,ideology,euroscepticism
4869,ideology,opposition to immigration
4869,position,right-wing
4869,position,far-right
4869,position,the irish times
2507,ideology,irish republicanism
2507,ideology,democratic socialism
2507,ideology,left-wing nationalism
2507,position,centre-left
2507,position,left-wing
4,ideology,irish republicanism
4,ideology,democratic socialism
4,ideology,left-wing nationalism
4,position,centre-left
4,position,left-wing
8646,ideology,democratic socialism
8646,position,left-wing
8241,ideology,socialism
8241,ideology,trotskyism
8241,ideology,left-wing populism
8241,position,left-wing
8241,position,the daily telegraph
8241,position,far-left
1978,ideology,democratic socialism
1978,position,left-wing
641,ideology,haredi judaism
641,ideology,orthodox judaism
641,ideology,conservatism
641,ideology,social conservatism
641,ideology,non-zionism
641,position,right-wing
1398,ideology,labor zionism
1398,ideology,democratic socialism
1398,position,centre-left
1398,position,left-wing
3129,ideology,green zionism
3129,ideology,legality of cannabis
3129,ideology,green liberalism
3129,ideology,freedom of information
7077,ideology,liberalism
7912,ideology,arab citizens of israel
7912,ideology,secularism
7912,ideology,the times of israel
7912,ideology,non-zionism
7912,ideology,anti-zionism
7912,ideology,pan-arabism
7912,ideology,left-wing nationalism
7912,ideology,hagalil
7912,ideology,arab nationalism
7912,ideology,palestinian nationalism
7912,ideology,social conservatism
7912,ideology,socialism
7912,ideology,communism
7912,ideology,islamism
7912,position,left-wing
7912,position,haaretz
640,ideology,social democracy
640,ideology,labor zionism
1663,ideology,palestinian nationalism
1663,ideology,arab nationalism
1663,ideology,anti-zionism
1663,ideology,bbc news
1663,ideology,left-wing nationalism
1663,ideology,hagalil
1663,ideology,social democracy
1663,ideology,secularism
1663,ideology,pan-arabism
1663,position,left-wing
3123,ideology,right-wing populism
3123,position,right-wing
3148,ideology,zionism
3148,ideology,liberal conservatism
3148,ideology,egalitarianism
3148,ideology,mizrahi jews
3148,position,centre-right
3121,ideology,list of pensioners' parties
3121,position,centre
198,position,centre-right
198,position,right-wing
198,ideology,liberalism in israel
198,ideology,conservatism in israel
198,ideology,liberal conservatism
198,ideology,types of zionism
198,ideology,revisionist zionism
8749,ideology,social liberalism
8749,ideology,third way
8749,ideology,liberalism in israel
8749,position,centre
8749,position,centre-left
3677,ideology,religious zionism
3677,ideology,religious nationalism
3677,ideology,conservatism
3677,ideology,social conservatism
3677,ideology,social market economy
3677,ideology,israeli settlement
3677,position,far-right
729,ideology,third way
729,ideology,centre
729,ideology,liberalism
729,ideology,zionism
729,position,centre
729,position,centre-left
421,ideology,communism
421,ideology,marxism-leninism
421,ideology,arab citizens of israel
421,ideology,non-zionism
421,position,left-wing
421,position,haaretz
421,position,far-left
953,ideology,nationalism
953,ideology,zionism
953,ideology,national conservatism
953,ideology,right-wing populism
953,position,right-wing
953,position,far-right politics in israel
3152,ideology,arab citizens of israel
1036,ideology,conservatism
1036,ideology,national conservatism
1036,ideology,economic liberalism
1036,ideology,right-wing populism
1036,ideology,zionism
1036,ideology,liberal conservatism
1036,ideology,revisionist zionism
1036,position,right-wing
615,ideology,social democracy
615,ideology,labor zionism
615,ideology,socialism
615,ideology,liberalism
615,position,centre-left
8625,ideology,zionism
8625,ideology,social democracy
8625,ideology,social liberalism
8625,ideology,progressivism
8625,ideology,green politics
8625,ideology,two-state solution
8625,ideology,labor zionism
8625,ideology,green zionism
8625,position,centre-left
1417,ideology,communism
1417,ideology,non-zionism
1417,position,far-left
1167,ideology,religious zionism
597,position,left-wing
613,ideology,religious zionism
784,ideology,arab citizens of israel
784,ideology,two-state solution
784,position,left-wing
3127,ideology,liberalism
3127,ideology,two-state solution
3127,ideology,secularism
3127,ideology,environmentalism
3127,ideology,third way
3127,ideology,zionism
3127,position,centre
3127,position,centre-left
1358,ideology,labor zionism
1358,ideology,liberal socialism
1358,ideology,civil libertarianism
1358,ideology,anti-clericalism
1358,ideology,green politics
1358,position,left-wing
7350,ideology,zionism
7350,ideology,national conservatism
7350,ideology,economic liberalism
7350,ideology,religious zionism
7350,position,right-wing
7350,position,far-right politics in israel
3700,ideology,environmentalism
909,ideology,haredi judaism
1655,ideology,national conservatism
1655,ideology,revisionist zionism
1655,position,right-wing
1655,position,far-right
3192,ideology,revisionist zionism
3192,position,right-wing
7857,ideology,types of zionism
7857,position,centre
1561,ideology,religious zionism
1561,ideology,kahanism
1561,ideology,conservatism
1561,ideology,population transfer
1561,ideology,economic liberalism
1561,ideology,anti-communism
1561,ideology,anti-arab racism
1561,ideology,criticism of islam
1561,ideology,ultranationalism
1561,ideology,greater israel
1561,position,far-right
484,ideology,liberalism
484,ideology,zionism
484,ideology,two-state solution
484,position,centre
7599,ideology,types of zionism
7599,position,centre
1722,ideology,arab citizens of israel
3126,ideology,arab citizens of israel
3273,ideology,egalitarianism
3273,ideology,associated press
3273,ideology,bbc news
3273,ideology,social liberalism
3273,position,centre
3273,position,the washington post
3273,position,centre-right
9125,ideology,religious zionism
9125,ideology,israel hayom
9125,ideology,conservatism
9125,ideology,social conservatism
9125,ideology,haredi judaism
9125,ideology,ultraconservatism
9125,ideology,secularism
9125,ideology,opposition to lgbtq rights
9125,ideology,the jerusalem post
9125,position,far-right politics in israel
434,ideology,liberalism
434,ideology,social liberalism
434,ideology,progressivism
434,ideology,secularism
434,position,centre
3131,ideology,social democracy
3131,ideology,secularism
3131,ideology,labor zionism
3131,position,left-wing
1447,ideology,religious zionism
1447,ideology,religious nationalism
1447,ideology,conservatism
1447,ideology,social conservatism
1447,ideology,orthodox judaism
1447,ideology,israeli settlement
1447,ideology,greater israel
1447,position,centre
1447,position,centre-left
1447,position,centre-right
1447,position,right-wing
447,ideology,arab citizens of israel
447,ideology,two-state solution
447,ideology,non-zionism
678,ideology,liberalism
678,ideology,liberalism in israel
678,position,centre
678,position,centre-right
3149,ideology,liberalism
3149,ideology,liberalism in israel
712,ideology,liberalism
712,ideology,social liberalism
712,ideology,progressivism
712,ideology,secularism
712,position,centre
1436,ideology,social democracy
1436,ideology,labor zionism
1436,position,centre-left
1061,ideology,centre
1061,position,centre
169,ideology,labor zionism
169,ideology,marxism
169,ideology,socialism
169,position,left-wing
169,position,far-left
109,ideology,labor zionism
109,ideology,social democracy
109,ideology,democratic socialism
109,position,centre-left
109,position,left-wing
7124,ideology,marxism
7124,ideology,labor zionism
7124,ideology,socialism
1664,ideology,ultranationalism
1664,ideology,population transfer
1664,ideology,religious zionism
1664,position,right-wing
1664,position,far-right
425,ideology,conservatism
425,ideology,social conservatism
425,ideology,economic liberalism
425,ideology,fiscal conservatism
425,position,right-wing
3146,ideology,kahanism
3146,ideology,ultranationalism
3146,ideology,anti-arab racism
3146,ideology,le monde
3146,ideology,israeli settlement
3146,position,far-right
1491,ideology,haredi judaism
3153,ideology,arab citizens of israel
3151,ideology,arab citizens of israel
1337,ideology,conservatism
1337,ideology,the jerusalem post
1337,ideology,islamism
1337,ideology,social conservatism
1337,ideology,the times of israel
907,ideology,communism
907,ideology,marxism-leninism
907,ideology,anti-zionism
907,position,far-left
770,ideology,general zionists
770,ideology,social liberalism
770,position,centre
3122,ideology,revisionist zionism
3122,ideology,ultranationalism
396,ideology,labor zionism
396,ideology,social democracy
396,position,centre-left
22,ideology,sephardic jews
22,ideology,mizrahi jews
22,position,centre
557,ideology,liberalism
557,ideology,economic liberalism
557,ideology,civil libertarianism
557,ideology,secularism
557,ideology,anti-clericalism
557,ideology,zionism
557,position,centre-left
557,position,centre
1616,ideology,arab citizens of israel
1394,ideology,liberal conservatism
1394,ideology,zionism
1394,position,centre-right
455,ideology,populism
455,ideology,social conservatism
455,ideology,conservatism
455,ideology,social democracy
455,ideology,sephardic jews
455,ideology,mizrahi jews
455,ideology,haredi judaism
455,ideology,religious zionism
455,ideology,non-zionism
455,position,centre-left
455,position,right-wing
7858,ideology,general zionists
7858,ideology,economic liberalism
7858,ideology,national liberalism
7858,ideology,conservative liberalism
7858,position,centre
7858,position,centre-right
638,ideology,ultranationalism
638,ideology,revisionist zionism
638,ideology,greater israel
638,position,right-wing
638,position,far-right politics in israel
9005,ideology,national liberalism
9005,ideology,economic liberalism
9005,ideology,zionism
9005,position,centre-right
9005,position,right-wing
1380,ideology,liberalism
1380,ideology,reformism
1380,ideology,zionism
1380,position,centre
745,ideology,zionism
745,ideology,agrarianism
745,ideology,nationalism
745,ideology,economic liberalism
745,position,right-wing
999,ideology,centre
999,ideology,zionism
999,ideology,two-state solution
999,ideology,israeli settlement
999,position,centre
3274,ideology,orthodox judaism
3274,ideology,conservatism
3274,ideology,religious zionism
3274,ideology,social conservatism
3274,ideology,national conservatism
3274,position,right-wing
3274,position,far-right politics in israel
1075,ideology,haredi judaism
1075,ideology,conservatism
1075,ideology,social conservatism
1075,ideology,social democracy
1075,ideology,non-zionism
1075,position,centre-left
1075,position,right-wing
1075,position,haaretz
9095,ideology,national conservatism
9095,ideology,economic liberalism
9095,ideology,zionism
9095,ideology,religious zionism
9095,ideology,secularism
9095,position,right-wing
9095,position,far-right
3128,ideology,liberalism
3128,ideology,types of zionism
3128,ideology,two-state solution
3128,ideology,anti-clericalism
3128,ideology,secularism
3128,position,centre
1314,ideology,zionism
1314,ideology,big tent
1314,ideology,social democracy
1314,ideology,two-state solution
1314,ideology,labor zionism
1314,ideology,religious zionism
1314,ideology,sephardic jews
1314,ideology,mizrahi jews
1314,position,centre-left
1053,ideology,zionism
1053,ideology,liberal conservatism
1053,position,centre-right
1053,position,right-wing
235,ideology,conservatism
235,ideology,conservatism in israel
235,ideology,national liberalism
235,ideology,economic liberalism
235,ideology,jewish virtual library
235,position,right-wing
235,position,far-right
7351,ideology,right-libertarianism
7351,ideology,economic liberalism
7351,ideology,the jerusalem post
7351,ideology,ultranationalism
7351,ideology,deutsche welle
7351,ideology,the wall street journal
7351,ideology,the new york times
7351,ideology,one-state solution
7351,ideology,the times of israel
7351,ideology,zionism
7351,ideology,israel hayom
7351,position,right-wing
7351,position,far-right
1489,ideology,zionism
1489,ideology,liberalism
1489,ideology,classical liberalism
1489,ideology,economic liberalism
1489,position,centre
1489,position,centre-right
8053,position,left-wing
614,ideology,social liberalism
614,position,centre-left
813,ideology,national conservatism
813,ideology,conservatism
813,ideology,post-fascism
813,position,right-wing
813,position,far-right
9090,ideology,conservatism
9090,ideology,christian democracy
9090,position,centre
9090,position,centre-right
327,ideology,national conservatism
327,position,far-right
8361,ideology,social democracy
8361,ideology,democratic socialism
8361,position,centre-left
8361,position,left-wing
7126,ideology,italian nationalism
7126,ideology,proto-fascism
7126,ideology,national conservatism
7126,ideology,corporatism
7126,ideology,monarchism
7126,ideology,militarism
7126,position,right-wing
7126,position,far-right
9082,ideology,liberalism
9082,ideology,liberalism and radicalism in italy
9082,position,centre
6241,position,centre-right
8244,ideology,neo-fascism
8244,ideology,combating terrorism center
8244,ideology,"west point, new york"
8244,ideology,italian nationalism
8244,ideology,euroscepticism
8244,ideology,sovereigntism
8244,ideology,anti-capitalism
8244,position,far-right
8666,ideology,christian democracy
8666,ideology,pro-europeanism
8666,position,centre
1767,ideology,christian democracy
1767,position,centre
1767,position,centre-right
2278,ideology,christian left
2278,ideology,social liberalism
2278,position,centre
7670,ideology,christian democracy
7670,position,centre
8056,position,centre-right
8056,position,far-right
7777,position,centre
7777,position,left-wing
763,ideology,christian democracy
763,ideology,social conservatism
763,position,centre
763,position,centre-right
878,ideology,social democracy
878,position,centre-left
934,ideology,christian democracy
934,ideology,popolarismo
934,ideology,social conservatism
934,position,centre
8667,ideology,christian democracy
279,position,centre
279,position,centre-left
279,ideology,social liberalism
279,ideology,christian left
1327,ideology,christian democracy
1327,position,centre
1429,ideology,communism
1429,ideology,eco-socialism
1429,ideology,pacifism
1429,ideology,trotskyism
1429,position,far-left
6406,ideology,liberal conservatism
6406,ideology,conservative liberalism
6406,ideology,classical liberalism
6406,ideology,monarchism
6406,position,centre
6406,position,centre-right
7131,ideology,republicanism
7131,ideology,nationalism
7131,ideology,classical radicalism
7131,ideology,socialism
7131,ideology,anti-clericalism
7131,position,left-wing
9110,position,centre-left
9110,ideology,green politics
7125,ideology,italian nationalism
7125,ideology,revolutionary nationalism
7125,ideology,national syndicalism
7125,ideology,anti-capitalism
7125,ideology,anti-communism
7125,ideology,criticism of socialism
7125,position,political syncretism
7125,position,right-wing
7125,position,far-right
851,ideology,green politics
851,ideology,eco-socialism
851,ideology,alter-globalization
851,position,left-wing
2279,ideology,classical liberalism
2279,ideology,economic liberalism
2279,position,centre-right
1101,ideology,neo-fascism
1101,ideology,nationalism
1101,ideology,italian nationalism
1101,ideology,ultranationalism
1101,ideology,anti-zionism
1101,ideology,anti-capitalism
1101,ideology,anti-americanism
1101,ideology,euroscepticism
1101,position,far-right
1626,ideology,liberal conservatism
1626,ideology,christian democracy
1626,position,centre-right
8058,ideology,liberal conservatism
8058,ideology,christian democracy
8058,position,centre-right
2280,ideology,national conservatism
2280,ideology,right-wing populism
2280,ideology,post-fascism
2280,position,right-wing
2280,position,far-right
1498,ideology,populism
1498,ideology,monarchism
1498,ideology,anti-communism
1498,position,right-wing
1179,ideology,liberal conservatism
1179,ideology,national conservatism
1179,position,centre-right
643,ideology,social liberalism
643,ideology,christian left
643,ideology,social democracy
643,position,centre
643,position,centre-left
3743,position,centre-left
3743,position,left-wing
3743,ideology,social democracy
3743,ideology,green politics
1782,position,centre-left
1782,position,left-wing
1782,ideology,social democracy
1782,ideology,green politics
365,ideology,liberal conservatism
365,ideology,christian democracy
365,ideology,liberalism
365,ideology,conservatism
365,position,centre-right
7671,ideology,social democracy
7671,ideology,green politics
7671,ideology,pro-europeanism
7671,position,centre-left
9081,ideology,euroscepticism
9081,ideology,populism
9081,ideology,sovereigntism
9081,position,big tent
9081,position,far-right
8057,ideology,social democracy
8057,ideology,democratic socialism
8057,ideology,christian democracy
8057,ideology,social liberalism
8057,position,centre-left
9127,ideology,populism
9127,ideology,sovereigntism
9127,ideology,euroscepticism
9127,ideology,communism
9127,position,big tent
8641,ideology,liberalism
8641,ideology,liberalism and radicalism in italy
8641,position,centre
8188,ideology,right-wing populism
8188,ideology,neo-fascism
8188,ideology,national conservatism
8188,position,far-right
6685,position,left-wing
6685,ideology,democratic socialism
6685,ideology,eco-socialism
131,position,centre-left
8647,ideology,regionalism
8647,ideology,national conservatism
8647,position,far-right
1221,ideology,federalism
1221,ideology,regionalism
1221,ideology,conservatism
1221,ideology,the local
1221,ideology,reuters
1221,ideology,populism
1221,ideology,euroscepticism
1221,ideology,separatism
1221,ideology,autonomism (political doctrine)
1221,ideology,liberalism
1221,ideology,libertarianism
1221,position,right-wing
1221,position,far-right
8246,ideology,social democracy
8246,ideology,democratic socialism
8246,position,left-wing
744,ideology,regionalism
744,ideology,populism
718,ideology,conservatism
2134,ideology,liberalism
2134,ideology,libertarianism
2134,ideology,pro-europeanism
768,ideology,populism
768,ideology,financial times
768,ideology,anti-corruption
768,position,centre-left
768,position,centre
768,position,left-wing
3742,ideology,liberalism
3742,ideology,libertarianism
3742,position,centre
8648,ideology,regionalism
8648,ideology,environmentalism
8648,ideology,liberal socialism
8648,position,big tent
1737,position,centre-left
1372,position,centre-left
598,ideology,communism
598,ideology,socialism
598,position,far-left
2046,ideology,populism
2046,ideology,green politics
2046,position,left-wing
1045,ideology,regionalism
1045,ideology,autonomism (political doctrine)
1045,ideology,christian democracy
1045,position,centre
1165,ideology,social liberalism
1165,ideology,classical radicalism
1165,position,centre-left
1696,ideology,neo-fascism
1696,ideology,italian nationalism
1696,ideology,ultranationalism
1696,ideology,national conservatism
1696,position,far-right
9141,ideology,liberal conservatism
9141,ideology,christian democracy
9141,position,centre
9141,position,centre-right
9513,ideology,liberal conservatism
9513,ideology,christian democracy
9513,position,centre
9513,position,centre-right
2052,ideology,conservatism
2052,ideology,christian democracy
2052,position,centre-right
888,ideology,social democracy
888,ideology,liberalism
888,position,centre
34,ideology,communism
34,ideology,democratic socialism
34,position,left-wing
817,ideology,liberal socialism
817,ideology,social liberalism
817,ideology,classical radicalism
817,ideology,anti-fascism
817,ideology,republicanism
817,position,centre-left
1635,ideology,communism
1635,position,left-wing
1635,position,far-left
1404,ideology,communism
1404,position,far-left
802,ideology,social democracy
802,position,centre-left
4789,ideology,social liberalism
4789,position,centre-left
8054,ideology,democratic socialism
8054,ideology,social democracy
8054,position,left-wing
6303,ideology,social democracy
6303,position,centre-left
1371,ideology,monarchism
1371,position,right-wing
2422,ideology,laissez-faire
2422,ideology,social conservatism
2422,position,right-wing
7129,ideology,liberalism
7129,ideology,classical radicalism
7129,position,centre
1461,ideology,liberalism
1461,ideology,liberalism and radicalism in italy
1461,position,centre
1461,position,centre-right
684,ideology,monarchism
4069,ideology,fascism
4069,ideology,italian fascism
4069,position,far-right
773,ideology,conservatism
773,ideology,monarchism
773,position,right-wing
772,ideology,list of pensioners' parties
772,ideology,single-issue politics
772,ideology,conservatism
2418,ideology,christian democracy
2418,ideology,popolarismo
2418,ideology,catholic church and politics
2418,ideology,christian corporatism
2418,ideology,autonomism (political doctrine)
2418,ideology,social conservatism
2418,position,centre
2418,position,centre-right
1701,ideology,christian democracy
1701,ideology,christian left
1701,position,centre
1701,position,centre-left
2419,ideology,classical radicalism
2419,position,centre-left
394,ideology,liberalism
394,position,centre
877,ideology,regionalism
877,ideology,autonomism (political doctrine)
877,ideology,social democracy
877,ideology,social liberalism
877,ideology,separatism
877,ideology,classical radicalism
877,position,right-wing
877,position,centre-left
1126,ideology,social democracy
1126,position,centre-left
1505,ideology,socialism
1505,ideology,marxism
1505,ideology,soviet union
1505,ideology,fidelismo
1505,ideology,revolutionary socialism
1505,ideology,libertarian socialism
1505,position,left-wing
1505,position,far-left
742,ideology,social democracy
742,ideology,democratic socialism
742,position,centre-left
742,position,left-wing
2420,ideology,social democracy
2420,position,centre-left
1218,ideology,democratic socialism
1218,ideology,social democracy
1218,position,centre-left
6407,ideology,democratic socialism
6407,ideology,social democracy
6407,position,centre-left
688,ideology,liberalism
688,ideology,christian democracy
688,ideology,liberal conservatism
688,position,centre
688,position,centre-right
6155,ideology,liberalism
6155,ideology,liberalism and radicalism in italy
6155,ideology,pro-europeanism
6155,position,centre
1519,position,centre-right
8649,ideology,liberalism
8649,position,centre-right
8052,position,centre-right
8055,position,centre
8055,position,centre-left
8247,ideology,left-wing populism
8247,ideology,euroscepticism
8247,ideology,anti-capitalism
8247,ideology,communism
8247,ideology,socialism of the 21st century
8247,position,left-wing
8247,position,far-left
1449,ideology,liberalism
1449,ideology,classical radicalism
1449,ideology,left-libertarianism
1449,position,centre
1449,position,centre-left
259,ideology,liberalism
259,ideology,pro-europeanism
259,position,centre
2277,ideology,political corruption
2277,ideology,left-wing populism
2277,ideology,communism
2277,ideology,green politics
2277,ideology,euroscepticism
2277,position,left-wing
2281,ideology,liberalism
2281,position,centre
7132,ideology,progressivism
7132,ideology,protectionism
7132,position,left-wing
7031,ideology,democratic socialism
7031,ideology,eco-socialism
7031,position,left-wing
1212,ideology,democratic socialism
1212,ideology,eco-socialism
1212,position,left-wing
7130,ideology,liberalism
7130,ideology,social liberalism
7130,ideology,reformism
7130,ideology,italian nationalism
7130,ideology,democratization
7130,position,centre
7130,position,centre-left
750,ideology,social democracy
750,position,centre-left
7009,ideology,social democracy
7009,position,centre-left
1369,ideology,regionalism
1369,ideology,ethnic party
1369,ideology,christian democracy
1369,ideology,social democracy
1369,position,centre
1758,ideology,christian democracy
1758,ideology,social conservatism
1758,position,centre
1758,position,centre-right
734,ideology,christian democracy
734,position,centre
445,ideology,liberalism
445,ideology,conservative liberalism
445,ideology,laissez-faire
445,position,centre-right
1464,ideology,liberalism
1464,ideology,monarchism
1464,position,big tent
115,ideology,christian democracy
115,position,centre
201,ideology,christian democracy
201,ideology,social conservatism
201,position,centre
201,position,centre-right
2424,ideology,christian democracy
2424,ideology,catholic church and politics
2424,ideology,conservatism
2424,ideology,clericalism
2424,position,centre
2424,position,centre-right
7128,ideology,liberalism
7128,ideology,liberalism and radicalism in italy
7128,ideology,classical liberalism
7128,ideology,conservative liberalism
7128,ideology,monarchism
7128,position,centre
7128,position,centre-right
548,ideology,regionalism
548,ideology,ethnic party
548,position,centre
6242,ideology,regionalism
6242,ideology,autonomism (political doctrine)
6242,position,big tent
99,ideology,green politics
99,ideology,eco-socialism
99,position,centre-left
99,position,left-wing
2308,ideology,nationalism
2308,ideology,conservatism
2308,ideology,economic liberalism
2308,ideology,republicanism in jamaica
2308,ideology,paternalistic conservatism
2308,position,centre-right
2308,position,centre
3636,ideology,conservatism
3636,ideology,decentralization
3636,ideology,reformism
3636,position,centre-right
2309,ideology,social democracy
2309,ideology,republicanism in jamaica
2309,ideology,democratic socialism
2309,ideology,left-wing populism
2309,position,centre-left
8489,ideology,conservatism
4494,ideology,kokkashugi
4494,ideology,totalitarianism
4494,ideology,ultranationalism (japan)
4494,ideology,university of hawaiʻi press
4494,ideology,japanese colonial empire
4494,position,far-right
4494,position,para-fascism
4494,position,masao maruyama (scholar)
4494,position,emperor-system fascism
4494,position,encyclopædia britannica
4494,position,hideki tojo
4494,position,fascism in europe
4494,position,left-right political spectrum
3215,ideology,japanese nationalism
3215,ideology,the japan times
3215,ideology,neoconservatism in japan
3215,ideology,patriotism
3215,ideology,the asahi shimbun
3215,ideology,familialism
3215,ideology,economic liberalism
3215,position,far-right
3215,position,the japan times
3215,position,oxford university press
1746,ideology,conservatism
1746,ideology,conservatism in japan
1746,ideology,japanese nationalism
1746,position,right-wing
348,ideology,classical liberalism
348,ideology,liberal conservatism
8490,ideology,conservatism
8490,position,right-wing
13,position,centre-right
1435,ideology,conservatism
1435,ideology,antimilitarism
1435,ideology,economic liberalism
4479,position,centre-left
4479,position,centre-right
4479,ideology,constitutionalism
4479,ideology,reformism
4479,ideology,liberalism
5309,ideology,conservatism
5309,ideology,liberalism
6936,ideology,japanese nationalism
6936,ideology,civic nationalism
6936,ideology,liberalism
6936,position,centre-left
6936,position,centre-right
6134,ideology,conservatism
6134,ideology,right-wing populism
6134,ideology,national conservatism
6134,ideology,the japan times
6134,position,right-wing
6134,position,centre-right
4383,ideology,fascism
4383,ideology,dirigisme
4383,position,far-right
9006,position,centre
9006,position,centre-right
9006,ideology,conservatism
9006,ideology,conservatism in japan
9006,ideology,moderate conservatism
9006,ideology,populism
9006,ideology,fiscal populism
1100,ideology,populism
1100,position,centre
352,ideology,conservatism
1515,ideology,social conservatism
1515,ideology,abc-clio
1515,position,centre
1777,ideology,neoliberalism
1777,position,centre-right
8488,ideology,conservatism
867,ideology,social democracy
867,ideology,national conservatism
867,ideology,routledge
867,position,centre
867,position,centre-left
1804,ideology,liberalism
1804,ideology,liberalism in japan
1804,ideology,social liberalism
1804,ideology,fiscal populism
1804,position,centre
1804,position,centre-left
9007,ideology,right-wing populism
9007,ideology,direct democracy
9007,ideology,anti-communism
9007,ideology,single-issue politics
9007,position,right-wing
736,ideology,communism
736,ideology,marxism
736,ideology,scientific socialism
736,ideology,progressivism
736,ideology,pacifism
736,position,left-wing
736,position,far-left
778,ideology,conservatism
778,position,right-wing
3,ideology,socialism
3,ideology,progressivism
3,ideology,democratic socialism
3,ideology,revolutionary socialism
3,position,left-wing
3,position,encyclopædia britannica
3,position,"encyclopædia britannica, inc."
3,position,centre-left
3,position,far-left
88,ideology,liberalism
88,ideology,financial times
88,ideology,springer science+business media
88,ideology,liberal conservatism
88,ideology,ritsumeikan university
88,position,centre
88,position,centre-right
88,position,routledge
9008,ideology,conservatism
9008,ideology,conservatism in japan
9008,ideology,right-libertarianism
9008,ideology,nikkei asia
9008,ideology,economic liberalism
9008,ideology,right-wing populism
9008,ideology,the conversation (website)
9008,position,centre-right
2080,ideology,japanese nationalism
2080,ideology,neoconservatism in japan
2080,ideology,neoliberalism
2080,ideology,oxford university press
2080,ideology,economic liberalism
2080,ideology,east asia forum
2080,ideology,right-wing populism
2080,position,right-wing
2080,position,far-right
2079,ideology,environmentalism
2079,position,centre-left
9009,ideology,progressivism
9009,ideology,left-wing populism
9009,ideology,fiscal populism
9009,position,left-wing
5739,ideology,liberalism
5739,ideology,night-watchman state
5740,ideology,gradualism
5740,ideology,reformism
5740,ideology,constitutional monarchy
5740,ideology,monopoly
4367,ideology,liberalism in japan
4367,ideology,progressivism
4367,ideology,conservatism
4367,ideology,parliamentary system
4367,ideology,constitutional monarchy
4367,ideology,populism
4367,position,centre
4367,position,"encyclopædia britannica, inc."
4367,position,centre-left
6135,ideology,liberalism
6135,ideology,liberalism in japan
6135,ideology,social liberalism
6135,position,centre
6135,position,centre-left
2439,ideology,conservatism
2439,ideology,liberal conservatism
2439,ideology,monarchism
2439,ideology,particracy
2439,ideology,gradualism
2439,position,centre-right
2439,position,edinburgh university press
2439,position,right-wing
4564,ideology,socialism
4564,position,left-wing
239,ideology,communism
239,ideology,marxism
239,ideology,anti-stalinist left
239,ideology,revolutionary socialism
239,position,left-wing
239,position,far-left
4478,ideology,conservatism
4478,ideology,class collaboration
492,ideology,liberal socialism
492,ideology,pacifism
492,ideology,reformism
492,position,centre
492,position,centre-left
136,ideology,conservatism
136,ideology,keynesian economics
1524,ideology,progressivism
1109,ideology,reformism
1109,ideology,conservatism
1109,ideology,neoconservatism
4107,ideology,socialism
4107,ideology,environmentalism
4107,position,left-wing
282,ideology,neoconservatism
282,ideology,neoconservatism in japan
282,ideology,neoliberalism
282,ideology,ritsumeikan university
282,position,big tent
692,ideology,liberalism in japan
692,ideology,social liberalism
692,position,centre
392,ideology,liberalism
392,ideology,cambridge university press
392,ideology,reformism
392,ideology,taylor & francis
392,ideology,routledge
392,ideology,the asahi shimbun
392,position,centre
392,position,centre-left
5308,ideology,conservatism
5308,ideology,class collaboration
7272,ideology,kokkashugi
7272,ideology,totalitarianism
7272,ideology,ultranationalism (japan)
7272,ideology,university of hawaiʻi press
7272,ideology,japanese colonial empire
7272,position,far-right
7272,position,para-fascism
7272,position,masao maruyama (scholar)
7272,position,emperor-system fascism
7272,position,encyclopædia britannica
7272,position,hideki tojo
7272,position,fascism in europe
7272,position,left-right political spectrum
4562,ideology,kokkashugi
4562,ideology,nazism
